2022/11/21,19.5,13.2,15.4,4.3,1.6,1008.7,82
2022/11/22,18.9,10.8,15,4,1.6,1010.2,74
2022/11/23,15.8,12.5,14.3,4.6,2.2,1003,85
2022/11/24,19.4,11.8,15.3,4.7,2.2,1006.8,64
2022/11/25,18.7,9.4,13.9,2.5,1,1011,66
2022/11/26,17.9,11.2,14.3,2.4,1.1,1005.6,71
2022/11/27,18.7,11.6,14.7,4.1,1.9,1010.3,60
2022/11/28,20.5,10.1,14.6,2.8,1.5,1013.4,64
2022/11/29,19.5,14.4,17,3.8,1.6,1002.9,90
2022/11/30,17.9,9,14,6.7,2.9,1007.1,69
2022/12/1,12.6,7.4,9.4,3.8,2.1,1012.6,58
2022/12/2,12,5.8,8.2,4.3,2,1015.7,56
2022/12/3,12.5,3.6,8.1,2.7,1.5,1016.1,68
2022/12/4,14.1,7.3,10.5,4.1,1.4,1013.1,68
2022/12/5,13.2,8.9,10.6,3.2,1.5,1010.8,63
2022/12/6,13.6,6.2,9.8,4.7,2.1,1008.7,56
2022/12/7,12.3,5.8,9.7,4.6,2.2,1011.6,51
2022/12/8,15.1,9.1,11.5,4.2,2.3,1013,51
2022/12/9,15.9,6,10.5,2.6,1.2,1012,64
2022/12/10,16.8,6.7,11.4,3.2,1.4,1007.4,60
2022/12/11,16.2,8.5,11,5.7,2.4,1004.9,65
2022/12/12,13.6,6.3,10.1,3.7,1.6,1009.6,54
2022/12/13,14.5,8.1,11.3,5.3,2.6,1004.8,66
2022/12/14,12.1,3.6,8.7,6.5,4.3,1007.6,41
2022/12/15,9.2,3.5,6.2,5.5,2.6,1012.2,46
2022/12/16,12.3,3.8,7.8,5.2,1.9,1013.7,58
2022/12/17,7.2,5.1,5.9,3.1,1.1,1008.6,82
2022/12/18,6.6,2.2,4,6.4,3.6,1005.4,45
2022/12/19,7,1.6,3.9,5.8,3.6,1012.1,49
2022/12/20,9.8,0.7,5.1,4.6,1.6,1015.3,56
2022/12/21,11.7,1.2,6.3,4.4,2.2,1005.8,66
2022/12/22,11.9,4.1,8,6.4,3.5,990.2,70
2022/12/23,4.5,1.9,2.7,7.5,5,992.9,47
2022/12/24,9.6,1.7,5.1,6.3,3.2,998.2,61
2022/12/25,11.1,4.8,6.8,5.9,2.4,1003.6,65
2022/12/26,9.5,4.2,6.1,4.1,2,1009.8,64
2022/12/27,11.1,3.7,7.5,5,1.7,1014.9,57
2022/12/28,11.8,1.7,7,4.1,1.6,1014.9,69
2022/12/29,11,5.6,8.1,5.9,2.3,1015.8,53
2022/12/30,10.5,2.1,6.5,4.1,1.8,1017.4,51
2022/12/31,11.7,2.5,7.2,5.8,1.8,1015.9,55
2023/1/1,11.1,5.7,8,5.2,2.9,1015.2,51
2023/1/2,11.4,4.5,7.3,5.4,1.9,1013.7,59
2023/1/3,10.6,2,6.7,4.3,1.7,1012.4,55
2023/1/4,10.7,5.2,7.3,5.7,2.9,1013.2,49
2023/1/5,9.9,4.5,6.8,4.4,1.8,1016.3,56
2023/1/6,11.3,3.7,7.2,4.2,1.6,1012,56
2023/1/7,10.4,2.9,6.3,4.2,1.8,1005,71
2023/1/8,12.2,3.5,8.2,4.6,1.9,1012,67
2023/1/9,12.1,3.1,8.2,4.5,1.7,1011.5,72
2023/1/10,9.6,3.5,6.5,6.6,2.7,1015.5,55
2023/1/11,11.6,0.7,5.1,2.6,1.1,1016.8,64
2023/1/12,14.9,2.1,8,2.7,1.2,1015.9,63
2023/1/13,15.5,6,10.6,3,1.5,1010.1,77
2023/1/14,14.4,10.5,12.4,3.7,2,999.9,92
2023/1/15,13.7,9.7,12,3.4,2,1001.2,72
2023/1/16,11.6,4.9,8.9,7.1,3.2,1003.8,69
2023/1/17,9.4,4,6.6,5.1,1.9,1012.4,53
2023/1/18,10.4,5,7.3,4.1,1.7,1010.6,62
2023/1/19,11.4,3,6.9,4.1,1.7,1012,60
2023/1/20,11.7,2.7,7.1,6,2.5,1010.9,59
2023/1/21,8.3,2.3,4.9,4.6,2.4,1015.7,55
2023/1/22,9.1,0.3,5,3.4,1.4,1015.8,62
2023/1/23,8.1,3.4,5.8,3.7,1.6,1008.8,78
2023/1/24,9.8,-1.5,4.6,8.3,3.4,998.9,64
2023/1/25,3.5,-2,0.6,4.7,2.7,1011.1,56
2023/1/26,6.7,0.8,3.6,5.7,2.7,1012.6,55
2023/1/27,5.7,1,3.3,5.8,2,1000.9,77
2023/1/28,7.3,1.1,3.2,5.4,2.7,1003.6,64
2023/1/29,7.5,-0.6,3.8,5.7,2.8,1007.5,53
2023/1/30,9.4,2.3,5,6.4,2.9,1007.4,60
2023/1/31,8.5,0.5,4.3,4,1.6,1010.7,59
2023/2/1,10.3,0.6,6.1,3.5,1.4,1006.8,67
2023/2/2,8.3,4.4,6,5.3,2.8,1011.4,57
2023/2/3,8,2.1,4.9,2.7,1,1010.1,62
2023/2/4,11.6,0.5,6.1,4.9,2,1009.9,65
2023/2/5,11.4,2.6,6.9,3,1.3,1013.3,55
2023/2/6,11,2.1,7,2.8,1.3,1012.3,58
2023/2/7,13.2,7.2,9.7,3.4,1.4,1008.2,58
2023/2/8,12.6,5.6,8.7,5.6,2.3,1010.5,64
2023/2/9,10.3,3.3,6.1,6.1,2.8,1017.9,55
2023/2/10,9.2,3.8,6.4,5.6,2.9,1007.4,78
2023/2/11,14.3,8.3,10.3,4.5,2.2,1010.8,60
2023/2/12,16.9,5.7,11.4,3.9,1.6,1011.2,55
2023/2/13,12,6.3,9.4,6.4,3.1,1001.1,76
2023/2/14,8.6,2.7,5.3,5.8,3.1,1006.6,54
2023/2/15,6.9,0.8,3,6.1,3.1,1015.2,55
2023/2/16,6.6,2.1,3.7,3.7,1.9,1020.3,53
2023/2/17,11.7,-0.1,6,4.9,1.5,1018.8,60
2023/2/18,10.7,5.1,8.3,3.7,1.7,1013.4,74
2023/2/19,14.3,9,11.3,4.5,1.9,1002.3,83
2023/2/20,12.7,3.7,8,6.8,2.6,1007.4,58
2023/2/21,8.5,2.2,4.1,7.4,3.3,1017.7,57
2023/2/22,10,2.2,5.6,4,1.5,1020.2,55
2023/2/23,12.5,4.8,8,4.1,1.6,1012.8,66
2023/2/24,8.7,6.4,7,4.1,1.3,1009.6,85
2023/2/25,10.2,3.2,5.8,7.7,3.3,1015.5,55
2023/2/26,8.9,2.3,5,6.2,2,1022.1,56
2023/2/27,12.8,1.9,7.3,3.9,1.3,1023.6,57
2023/2/28,15.6,3.5,9.8,5.4,2.1,1019.5,62
2023/3/1,18.8,6.1,13.1,5.7,2,1011,59
2023/3/2,13.2,4.9,8.8,7.4,3.7,1009.1,62
2023/3/3,11.6,5,7.7,3.5,1.7,1016.3,47
2023/3/4,16.5,4.1,9.2,6.1,2.3,1017.1,53
2023/3/5,14.8,6.5,9.4,6,2.7,1016,51
2023/3/6,15.9,4.2,10,4.4,1.9,1013.6,51
2023/3/7,17,5.7,11.5,4,1.7,1013.6,45
2023/3/8,19.8,7.2,13.3,4,1.5,1013.3,51
2023/3/9,21.1,8.9,15.6,5.6,2.4,1010,60
2023/3/10,21.7,13.2,17.1,4.5,2.3,1010.7,56
2023/3/11,24.6,9.6,16.2,3.5,1.8,1014.5,46
2023/3/12,22.3,12,17.1,5,1.9,1011.3,60
2023/3/13,17.8,6,10.9,7.5,3.5,1008,58
2023/3/14,16.2,4.5,10.3,3.4,1.6,1012.7,47
2023/3/15,19.8,7.1,13.5,4.8,1.9,1015.8,54
2023/3/16,21.5,10.4,16.1,5,2.4,1014.5,59
2023/3/17,15.8,8.1,12.3,5,3.3,1012,69
2023/3/18,13.5,7.9,9.9,5.6,3.2,1004.9,76
2023/3/19,16.9,6.7,11.5,3.5,1.5,1009.1,54
2023/3/20,18.8,6.7,12.9,4.3,2.1,1009.1,47
2023/3/21,16.6,11.2,13.4,4.6,2.1,1006.2,71
2023/3/22,25.2,12,17.5,4.2,2.3,1004.7,70
2023/3/23,19.9,16.5,18.1,5.7,2.6,997.8,83
2023/3/24,21.3,13.6,17.2,6.2,3.1,1001.4,76
2023/3/25,16.7,9,12.9,5.7,3.5,1006.5,65
2023/3/26,12.7,10.3,11.3,4.5,2.3,1002.8,88
2023/3/27,17.3,8.9,12.2,5.4,2.4,1008.8,55
2023/3/28,18.4,6.8,12.3,5.3,2.3,1012.8,49
2023/3/29,19.2,7.3,13,5.2,2.5,1012.3,37
2023/3/30,20.9,7.3,14.1,3.4,1.8,1010.3,36
2023/3/31,22.2,10.6,15.4,4.2,1.8,1008.5,51
2023/4/1,25.1,10.4,17.2,6.2,2.3,1006,46
2023/4/2,23.3,10.9,15.7,6.9,4.4,1005.7,53
2023/4/3,21.7,11.2,14.8,5.3,3.4,1011.6,54
2023/4/4,21.4,10,15.6,5.7,2.6,1014.3,60
2023/4/5,20.7,14.5,17,4.2,1.6,1012.2,61
2023/4/6,22.5,14.4,18.3,5.2,1.8,1005.6,73
2023/4/7,19.7,13,16.2,5,1.5,999.7,90
2023/4/8,16.1,10.4,12.8,6.9,3,1003.2,52
2023/4/9,17.8,7.2,12.9,4,1.7,1009.7,46
2023/4/10,20.8,8.6,15.3,6.4,2.5,1009.9,53
2023/4/11,24,12.2,18.3,7.2,2.7,1007.8,57
2023/4/12,20.4,10.9,15.7,5.3,2.3,1004.7,70
2023/4/13,21.9,8.3,15,3.9,1.8,1009.4,50
2023/4/14,22.2,11.9,16.6,4.8,1.6,1007.9,61
2023/4/15,15.3,12.3,14.2,4.9,2.6,993.8,93
2023/4/16,19.9,12.8,15.8,6.2,3.1,992.8,69
2023/4/17,18,10.4,13.8,5.3,2.6,1005.7,58
2023/4/18,21.5,10,16.1,5.7,2.3,1007.7,60
2023/4/19,19.7,16.5,17.9,4.8,1.3,1003.1,87
2023/4/20,26.4,15,19.9,5.2,2,1001.2,75
2023/4/21,27.4,13.5,19,8.7,3,999,64
2023/4/22,20.3,10.7,14.4,8.3,4.9,1007,35
2023/4/23,22.6,9.2,14.7,7.7,3.6,1011.7,38
2023/4/24,16.8,11.3,13.5,5.4,3.5,1013.9,29
2023/4/25,16.3,10.2,13.1,5.1,3.1,1007.9,70
2023/4/26,16.5,10.7,14.6,4.7,2.1,999.1,83
2023/4/27,21.1,9.9,15.9,3.4,1.6,1010.9,60
2023/4/28,22.5,11.9,17.3,5.1,2.1,1011.7,61
2023/4/29,24,14.6,18.4,3.8,1.6,1003.9,74
2023/4/30,19.8,14.7,17.5,5.8,3.1,998.4,78
2023/5/1,22.7,11.3,16.3,6.7,2.7,1005.2,57
2023/5/2,22.9,11.7,16.9,6.2,2.7,1014.1,41
2023/5/3,23.2,11.9,18.1,4.6,2.1,1015.4,55
2023/5/4,24.2,16,20.1,4.9,2,1010.8,60
2023/5/5,25.9,16.5,21.4,6.4,2.9,1005.5,59
2023/5/6,27.2,19.3,22.1,8.3,3.2,1000.4,69
2023/5/7,20.7,14.6,19.4,5.6,2,994.7,96
2023/5/8,19.5,13.3,15.6,8.5,4.5,1000,64
2023/5/9,23.8,11.7,17.5,4.8,2.2,1005.2,54
2023/5/10,25.4,13.2,19.6,4.9,2.2,1005.6,49
2023/5/11,25.9,14.2,19.1,5.9,3.3,1009.1,38
2023/5/12,26.4,11.9,18.8,4.4,2.5,1009.6,40
2023/5/13,23.5,15.3,18.1,4.8,1.9,1007.7,69
2023/5/14,19.8,15,17.1,4.6,2.8,1001.2,85
2023/5/15,26.4,15.9,20.1,4.7,2.3,1000.1,66
2023/5/16,27.1,15.3,21.5,5.7,2,1003.8,60
2023/5/17,30.3,18.3,24,4.1,1.9,1006.4,57
2023/5/18,27.7,19.5,23,6.8,2.4,1005.4,64
2023/5/19,20.7,17.6,18.9,6,3.1,998.3,86
2023/5/20,24.7,17.6,20.7,5.2,2.4,998.9,69
2023/5/21,28,16.9,22.3,5.1,2.4,999.4,66
2023/5/22,28.6,15.7,22.2,6.8,2.3,996.2,64
2023/5/23,23.6,15.5,18.5,7.4,3.6,995.9,60
2023/5/24,24.7,13.9,18.6,6.1,3.4,1004,50
2023/5/25,26.2,15.2,20.1,5,2.4,1010.3,58
2023/5/26,26.3,19.1,21.5,3.7,1.8,1012.8,63
2023/5/27,26.9,18.5,22,4.6,2.1,1012.4,68
2023/5/28,27.5,20,22.8,5,2.1,1008.8,70
2023/5/29,24.6,21.3,22.5,4.6,2.4,1002.3,87
2023/5/30,23.5,18.7,20.7,4.7,1.9,1000.4,84
2023/5/31,25,17.4,20.2,3.6,1.6,1001.6,67
2023/6/1,27.2,16.4,21.4,4.3,1.8,1001.3,72
2023/6/2,22,20.5,21.1,4.2,1.5,992.1,97
2023/6/3,26.6,17.9,21.7,7.4,3.4,994.6,60
2023/6/4,26.9,15.3,21.6,4.3,2,1000.8,57
2023/6/5,27.6,18.7,23.2,3.9,1.7,1001.4,56
2023/6/6,23.6,16.9,19.8,4.8,1.8,999.4,78
2023/6/7,26.8,16.7,21.9,4.5,1.8,1000.2,70
2023/6/8,25.2,18.6,21.3,3.3,1.6,999.4,79
2023/6/9,26,18.7,22.4,4.6,2.6,996,75
2023/6/10,26.3,19.9,23.1,4,1.9,1001,76
2023/6/11,25.4,20.3,22.2,3.3,1.4,1000.2,86
2023/6/12,24.8,21.2,22.8,4.2,1.6,997.2,87
2023/6/13,28.6,21.3,24.6,4.9,2,995.9,75
2023/6/14,27.8,22,23.9,4.3,1.7,996.2,84
2023/6/15,26.3,22.2,23.8,4.3,1.9,997.6,79
2023/6/16,27.8,20.4,23.9,5.2,2.6,1002.6,64
2023/6/17,31.3,20.1,25.6,5,2.2,1004.2,59
2023/6/18,28.5,21.9,24.9,3.8,1.5,998.4,64
2023/6/19,31.2,21,25.4,6.2,3.2,995.7,55
2023/6/20,30.4,19.6,24.6,4.6,2.5,999.1,65
